"code","name","address","phone","email","contact_name","contact_phone","payment_method_id","departament_id","town_id","prefix_origin","employee_id"
"CON-210","CENTRACASA","CALZ AGUILAR BATRES 26-19 ZONA 12","2327-9000","","","","2","1","1","","3"
"XCO-211","IMPORLLANTAS","PARQUE ECO INDUSTRIAL 13 CALLE 3-90 ZONA 7 COL LANDIVAR","2296-6056//2296-6057","","","","1","1","1","","3"
"CON-212","IMPOR LLANTAS","14AV 0-24 ZONA 2 DE MIXCO","2250-4019","","","","2","1","1","","3"
"XCO-213","DSITRIBUIDORA TEXTIL LA EXCELENCIA","AV BOLIVAR 23-42 ZONA 1","2210-5651","","","","1","1","1","","3"
"CON-214","DISTRIBUIDORA TEXTIL LA EXCELENCIA","AV BOLIVAR 23-42 ZONA 1","2210-5651","","","","2","1","1","","3"
"XCO-215","PACARTA","10AV A 0-79 ZONA 2 BARRIO MODERNO","2290-4141","","","","1","1","1","","3"
"CON-216","PACARTA","10 AV A 0-79 ZONA 2 BARRIO MODERNO","2490-4141","","","","2","1","1","","3"
"XCO-217","AUTO PARTS MIZUMO","23 AV INTERCONEXION NARANJO MINERVA 12-90 INTERIOR ZONA 4 DE MIXCO BODEGA 1","2206-3000","","","","1","1","1","","2"
"CON-218","AUTO PARTS MIZUMO","4 CALLE 23-80 ZONA 14 EMPRESARIAL MULTIBODEGAS","2206-3000","","","","2","1","1","","2"
"XCO-219","LOMA VISTA DE GUATEMALA  ,S.A","3AV 39-48 ZONA 8, CIUDAD CAPITAL","2471-7387","","","","1","1","1","","3"
"CON-220","LOMA VISTA DE GUATEMALA S,A.","3AV 39-48 ZONA 8, CIUDAD CAPITAL","2471-7387","","","","2","1","1","","3"
"XCO-221","IMPRESOS LEOS","5AV 10-87 ZONA 6 MIXCO COL SAN FRANCISCO II","2432-2383","","","","1","1","1","","3"
"CON-222","IMPRESOS LEOS","5AV 10-87 ZONA 6 MIXCO, COL SAN FRANCISCO II","2432-2383","","","","2","1","1","","3"
"XCO-223","IMPORTADORA REGIS","6 CALLE 9-33 ZONA 1, GUATEMALA","2220-1693","","VERONICA ESCALANTE","","1","1","1","","4"
"CON-224","IMPORTADORA REGIS","6 CALLE 9-33 ZONA 1, GUATEMALA","2220-1693","","VERONICA ESCALANTE","","2","1","1","","4"
"XCO-225","GRUPO COMERCIAL DIFER S,A.","MANZ E SEC 4 LOTE 1 ZONA 4 JARDINES DE TULAM ZU, MIXCO","2429-4100","","","","1","1","1","","3"
"CON-226","GRUPO COMERCIAL DIFER S,A.","MANZ E SEC 4 LOTE 1 ZONA 4 JARDINES DE TULAM ZU, MIXCO","2429-4100","","","","2","1","1","","3"
"XCO-227","CORPORACION QUIMICA DEL ISTMO","13AV 7-41 ZONA 12","2471-3485","","","","1","1","1","","3"
"CON-228","CORPORACION QUIMICA DEL ISTMO","13AV 7-41 ZONA 12","2471-3485","","","","2","1","1","","3"
"XCO-229","INQUIVET","5AV C 3-75  ZONA 12 COL GUAJITOS","2477-4326","","","","1","1","1","","3"
"CON-230","INQUIVET","5AV C 3-75  ZONA 12 COL GUAJITOS","2477-4326","","","","2","1","1","","3"
"XCO-231","AUTOPRO","29  CALLE 5-90  ZONA 12 COL EL CARMEN","2243-1700","","","","1","1","1","","3"
"CON-232","AUTOPRO","29 CALLE 5-90 ZONA 12 COL EL CARMEN","2243-1700","","","","2","1","1","","3"
"XCO-233","LLANTERA SANTA CRUZ","CALZ SAN JUAN 6-43 COL LA BRIGADA ZONA 7 MIXCO","2432-7869","","","","1","1","1","","3"
"CON-234","LLANTERA SANTA CRUZ","CALZ SANJUAN 6-43 COL LA BRIGADA ZONA 7 MIXCO","2432-7869","","","","2","1","1","","3"
"XCO-235","ARLLANSA","AV BOLIVAR 30-10 ZONA 3","2506-3232","","","","1","1","1","","3"
"CON-236","ARLLANSA","AV BOLIVAR 30-10 ZONA 3","2506-3232","","","","2","1","1","","3"
"XCO-237","FABRICA DE ACUMULADORES VOLTA","CALZ ROOSEVELTH 11-19  ZONA 11","2472-3070","","","","1","1","1","","3"
"CON-238","FABRICA DE ACUMULADORES VOLTA","CALZ ROOSEVELTH 11-19 ZONA 11","2472-3070","","","","2","1","1","","3"
"XCO-239","LLAMASA","15 CALLE 8-01 ZONA 12","2329-4949","","","","1","1","1","","3"
"CON-240","LLAMASA","15 CALLE 8-01 ZONA 12","2329-4949","","","","2","1","1","","3"
"XCO-241","MIZPA S,A.","CALZ ROOSEVELTH KM 14 6-38 ZONA 2 COL EL TESORO MIXCO","2383-2000","","","","1","1","1","","3"
"CON-242","MIZPA S,A.","CALZ ROOSEVELTH KM 14 6-38  ZONA 2 COL EL TESORO MIXCO","2383-2000","","","","2","1","1","","3"
"XCO-243","DISINSA","7AV 19 CALLE ESQUINA 18-66 ZONA 12","2472-7400","","","","1","1","1","","3"
"CON-244","DISINSA","7 AV 19 CALLE ESQUINA 18-66  ZONA 12","2472-7400","","","","2","1","1","","3"
"XCO-245","ACQUARONI","7AV 1-54  ZONA 4","2324-6565","","","","1","1","1","","3"
"CON-246","ACQUARONI","7AV 1-54 ZONA 4","2324-6565","","","","2","1","1","","3"
"XCO-247","COMERCIAL CANTON ,S.A","4AV 18-30  ZONA 1","2493-2323","","","","1","1","1","","3"
"CON-248","COMERCIAL CANTON S,A.","4AV 18-30 ZONA 1","2493-2323","","","","2","1","1","","3"
"GUA-249","IMPORTADORA Y EXPORTADORA SANTA RITA S,A.","","","","","","3","1","1","","4"
"XCO-250","MOTO STORE","","5000-2743","","","","1","1","1","","3"
"XCO-251","VASTAGO IMPORTACIONES","","2442-1202 // 5943-4230","","","","1","1","1","","4"
"XCO-252","REEGALOS Y MENSAJES S,A.","","2389-8400// 23898401","","","","1","1","1","","4"
"XCO-253","IMPORTADORA NORTE","","2477-2400","","","","1","1","1","","1"
"XCO-254","IMPORTADORA UNO  S,A.","","5939-6838 // 5939-6600","","","","1","1","1","","4"
"XCO-255","ZOMI STORE // SARAI DE LEON","","4749-2681","","","","1","1","1","","4"
"XCO-256","VIOLET"" ROPA ACCESORIOS Y MAS // WENDY MAYORGA","","3267-8209","","","","1","1","1","","4"
"CON-257","KARYN LEONARDO  (BIOLAND)","","55113323","","","","2","1","1","","4"
"CON-257","KARYN LEONARDO (BIOLAND)","","55113323","","","","2","1","1","","4"
"CON-258","REPRESENTACIONES EUROPEAS DE CENTROMERICA","","2304-3800","","","","2","1","1","","4"
"XCO-259","EL AGUILA IMPORTACIONES","","2476-0415//2477-5927","","","","1","1","1","","4"
"XCO-261","ALFA EDICIONES","","3230-0378","","","","1","1","1","","4"
"CON-262","ALFA EDICIONES","","2230-0378","","","","2","1","1","","4"
"XCO-263","ARTEMIS EDINTER","","2419-9191","","","","1","1","1","","4"
"XCO-264","IBERICA IMPORT S,A.","","2441-7412// 2425-0154","","","","1","1","1","","4"
"XCO-265","DIMPACSA","","2473-0352","","","","1","1","1","","4"
"PRE-266","DISTRIMEDH","","5400-1011","","","","4","1","1","","4"
"XCO-268","MOTOREPUESTOS GP, P.A.,S.A.","","4177-4191","","SOFIA ALVARENGA","","1","1","1","","4"
"GUA-269","MOTOREPUESTOS GP, P.A.,S.A.","","4177-4191","","SOFIA ALVARENGA","","3","1","1","","4"
"CON-270","CINCUENTA CINCUENTA","","22603392","","","","2","1","1","","4"
"XCO-271","QUIMICOS DE ORIENTE","","4082-2465","","","","1","1","1","","4"
"CON-272","QUIMICOS DE ORIENTE","","4082-2465","","","","2","1","1","","4"
"XCO-273","CREACIONES MARIANNE","","32882944","","","","1","1","1","","4"
"XCO-274","FABRICA FELICIDADES","","2308-3289","","","","1","1","1","","4"
"PRE-275","CAROL MARIN","","4150-3970","","","","4","1","1","","4"
"GUA-276","EDITORIAL Y LIBRERIA PIEDRA SANTA","","2422-7676","","","","3","1","1","","4"
"GUA-277","ALFA EDICIONES, S,A.","","5923-5417","","","","3","1","1","","4"
"XCO-278","SAR""S BSS","","2256-1629","","","","1","1","1","","4"
"CON-279","CAROL MARIN","","4150-3970","","","","2","1","1","","4"
"CON-280","EDICIONES INTERNACIONALES S,A.","","2433-9863","","","","2","1","1","","4"
"XCO-281","COMERCIALIZADORA LA DIVINA COSTURA ,S.A","","4742-4839","","","","1","1","1","","4"
"GUA-282","EDICIONES INTERAMERICANAS S,A.","","2433-9863","","","","3","1","1","","4"
"XCO-283","PACOL","","5494-0752","","","","1","1","1","","1"
"CON-284","CIRCULO DE INVERSIONES","","","","","","2","1","1","","4"
"XCO-285","INNOVATI S,A. / MULTIMUEBLE","","2474-1757","","","","1","1","1","","4"
"XCO-286","IMPORTACIONES GALA UNO","","2220-6860","","","","1","1","1","","4"
"XCO-287","IMPORTACIONES GALA DOS","","","","","","1","1","1","","4"
"PRE-288","FERNANDA HOFFENS","","","","","","4","1","1","","4"
"XCO-289","MAGIC FASHION","","4729-0336","","","","1","1","1","","4"
"GUA-290","CORPORACION PLUS ,S.A","","2365-8761","","","","3","1","1","","4"
"XCO-291","JOSE OSMAN YES REYES","","7844-3680","","","","1","1","1","","4"
"CON-292","MILENIUM","","2445-4422","","","","2","1","1","","4"
"XCO-293","BENJAMIN BARILLAS","","5200-1705 // 3379-9485","","","","1","1","1","","4"
"XCO-294","LIBRERIA E IMPRENTA VIVIAN","","2251-0575","","","","1","1","1","","4"
"GUA-295","IADPA LIBRERIA GUATEMALA S,A.","","","","","","3","1","1","","4"
"XCO-296","BK FASHION","","4069-3234","","","","1","1","1","","4"
"CON-297","BK FASHION","","4069-3234","","","","2","1","1","","4"
"XCO-298","VARIEDADES MANELIK","","5519-5665","","","","1","1","1","","4"
"XCO-299","CORPORACION PLUS","","2365-8761","","","","1","1","1","","4"
"PRE-300","EDICIONES SAN PABLO","","2438-3151","","","","4","1","1","","4"
"XCO-301","VENTAS Y NEGOCIOS WENDOLI","","2476-4431","","","","1","1","1","","4"
"CON-302","VENTAS Y NEGOCIOS WENDOLI","","2476-4431","","","","2","1","1","","4"
"CON-303","EDITORIAL ATENEA","","5987-2721","","","","2","1","1","","3"
"XCO-304","MULTISISTEMAS TV","","2362-5810// 2362-2857","","AMANDA MORALES","","1","1","1","","4"
"XCO-305","SIEBOLD AUTO REPUESTOS","","2285-9999","","","","1","1","1","","4"
"CON-306","INCOGUA S,A.","","4220-8361","","","","2","1","1","","4"
"CON-307","SERVITECNOLOGIA S.A.","","2432-0507","","","","2","1","1","","4"
"XCO-308","SERVITECNOLOGIA S,A.","","2432-0507","","","","1","1","1","","4"
"XCO-309","DROGUERIA LATINOAMERICANA","","7961-2900","","","","1","1","1","","4"
"XCO-310","COMCAST","","2309-7221","","","","1","1","1","","2"
"CON-311","COMCAST","","2309-7221","","","","2","1","1","","2"
"GUA-312","CALVO DISTRIBUCION GUATEMALA RL.","","2366-3177","","","","3","1","1","","4"
"XCO-313","QUIMIPROVA S.A.","","2226-4300","","","","1","1","1","","4"
"CON-314","QUIMIPROVA S.A.","","2226-4300","","","","2","1","1","","4"
"XCO-315","MUEBLES Y PROYECTOS LAS FLORES","","4218-1829","","","","1","1","1","","4"
"GUA-317","IMPCA","","2259-7573","","","","3","1","1","","4"
"XCO-316","DISTRIBUIDORA DAKO","","5043-9992","","","","1","1","1","","4"
"CON-318","DISTRIBUIDORA DAKO","","5043-9992","","","","2","1","1","","4"
"XCO-319","FERNANDA BARQUIN","","4770-0640","","","","1","1","1","","4"
"XCO-320","AZTECA GT","","4536-3305","","","","1","1","1","","4"
"XCO-321","EDICIONES SAN PABLO, S.A.","","2438-3149// 2438-3151","","","","1","1","1","","4"
"XCO-322","AUDIO CENTER","","2498-7500","","","","1","1","1","","4"
"CON-323","AROMAS CREATIVOS S,A.","","5463-4695","","","","2","1","1","","4"
"XCO-324","KIUT","","2232-8712","","","","1","1","1","","4"
"XCO-325","CRISTEL MILAGRO GUERRA GARZA","","5017-4468","","","","1","1","1","","4"
"CON-326","KAT SIM IMPORTACIONES","","4245-9533","","","","2","1","1","","3"
"CON-327","CREACIONES KAT SIM","","5818-7437","","","","2","1","1","","3"
"CON-328","ANIBAL AGUILAR","","5961-6897","","","","2","1","1","","4"
"XCO-329","RAPIENVIO","","4560-6159","","","","1","1","1","","4"
"CON-330","ALT S,A.","","2336-7329","","","","2","1","1","","4"
"XCO-331","EDY GUZMAN //INVERSIONES PABAN","","5783-4120","","","","1","1","1","","4"
"CON-332","EDY GUZMAN // INVERSIONES PABAN","","5783-4120","","","","2","1","1","","4"
"XCO-252","REGALOS Y MENSAJES S,A.","","2389-8400// 23898401","","","","1","1","1","","4"
"XCO-333","REA","","2250-6696 // 2250-6901","","","","1","1","1","","4"
"XCO-334","CASPE INTERNACIONAL, S.A.","","2250-3473","","","","1","1","1","","4"
"XCO-335","CKAM","","7740-4690","","","","1","1","1","","4"
"CON-336","CKAM","","7740-4690","","","","2","1","1","","4"
"XCO-337","RODAMIENTOS DE CENTROAMERICA","","2250-3060","","","","1","1","1","","4"
"CON-338","EQUISUM","","2293-4830","","","","2","1","1","","4"
"XCO-339","WILLIAN FERNANDO MORALES RIVERA/YANSI BONILLA","","","","","","1","1","1","","4"
"XCO-340","CREACIONES DANIKA","","7942-1218","","","","1","1","1","","4"
"CON-341","CREACIONES DANIKA","","7942-1218","","","","2","1","1","","4"
"XCO-342","FASHION PRINCESS EM","","7942-6170","","","","1","1","1","","4"
"XCO-343","REFRIREPUESTOS SG","","6649-2605","","","","1","1","1","","4"
"XCO-344","AMANDA VELASQUEZ","","5468-8490","","","","1","1","1","","4"
"XCO-345","DECOTRIMS","","4742-4939","","","","1","1","1","","4"
"XCO-346","COSITAS BONITAS","","5818-6795","","","","1","1","1","","4"
"XCO-347","ALICIA MORALES","","5595-9250","","","","1","1","1","","4"
"XCO-348","IMPRENTA EL MILAGRO / INDUSTRIA GRAFICA EL MILAGRO","","7941-2248","","","","1","1","1","","4"
"XCO-349","CARLOS URRUTIA / MODATELA","","4788-8240","","","","1","1","1","","4"
"CON-350","CHI SHING LEE//ARRENDAMIENTO LEE /ARRENDAMIENTOS SUN CHU / NG LAM DE LEE","","5310-50-30","","","","2","1","1","","4"
"CON-351","CHI SHING LEE // LEE MOTORS","","5310-5030","","","","2","1","1","","4"
"XCO-352","ALBA RIVERA","","4150-7507","","","","1","1","1","","4"
"CON-353","DISFARMACOS S,A.","","2439-3463","","","","2","1","1","","4"
"XCO-354","DISFARMACOS S,A.","","2439-3463","","","","1","1","1","","4"
"XCO-355","VENTAS Y SERVICIOS INDUSTRIALES ACOR S,A.","","2474-3536","","","","1","1","1","","4"
"CON-356","VENTAS Y SERVICIOS INDUSTRIALES ACOR S,A.","","2474-3536","","","","2","1","1","","4"
"XCO-358","MAYRA LILIA OVALLE DE LEON","","4241-2624","","","","1","1","1","","3"
"XCO-357","MYNOR GEOVANY REYES GUEVARA","","5860-8204","","","","1","1","1","","3"
"XCO-359","TAPADERAS ONLINE","","4205-2688","","","","1","1","1","","4"
"XCO-360","IMPORTADORA PINTO // DIEGO ARMANDO PINTO","","5119-2221","","","","1","1","1","","4"
"XCO-361","LLANTRAK ,S.A","","2471-2068","","","","1","1","1","","4"
"GUA-362","CODIGUA PL, S,A.","","2254-9226","","","","3","1","1","","4"
"XCO-363","DISTRIBUIDORA ANDREA DE GUATEMALA","","5699-5211","","","","1","1","1","","4"
"XCO-364","LABORATORIIO LA SANA","","2292-1702","","","","1","1","1","","4"
"XCO-365","ANTONIO DOMINGUEZ","","5392-1412","","","","1","1","1","","4"
"XCO-366","DROGUERIA EXCEL","","","","","","1","1","1","","4"
"CON-367","DROGUERIA EXCEL","","","","","","2","1","1","","4"
"XCO-368","CONSTRUPARTES","","5348-6522","","","","1","1","1","","4"
"XCO-369","ITALIKA","","2306-7500","","","","1","1","1","","4"
"CON-370","PROSERDI","","5538-4917","","","","2","1","1","","4"
"XCO-371","REINA STORE","","3017-6121","","","","1","1","1","","4"
"XCO-372","COMERCIALIZADORA ESPIRAL","","2288-1556","","","","1","1","1","","4"
"XCO-373","CARLOS ROBERTO GARCIA TEJADA","","4789-9939","","","","1","1","1","","4"
"CON-374","DISGEMA","","2440-5315","","","","2","1","1","","4"
"XCO-375","PRONIAUTO","","2254-8112","","","","1","1","1","","4"
"XCO-376","AUTO REPUESTOS LINARES","","2266-1165","","","","1","1","1","","4"
"XCO-377","PRONIAUTO","","2508-6076","","","","1","1","1","","4"
"CON-378","GRUPO LOGAL S,A.","","2234-4043","","","","2","1","1","","4"
"XCO-379","GRUPO LOGAL S,A.","","2234-4043","","","","1","1","1","","4"
"PRE-380","MILAGRO PECUARIO S.A.","","2472-5103","","","","4","1","1","","4"
"XCO-381","PLAYERAS QUETZAL","","3338-6800","","","","1","1","1","","4"
"XCO-382","IMPORTADORA SAN FERNANDO","","5525-3631","","","","1","1","1","","4"
"CON-383","PINTURAS SEGA","","6629-7878 // 66297879","","","","2","1","1","","4"
"XCO-384","LIBRERIA SAN PABLO","","2337-2963 // 2367-4031","","","","1","1","1","","4"
"XCO-385","DIANA ARRIAZA","","5483-4485","","","","1","1","1","","4"
"XCO-386","URBAN","","3399-2532","","","","1","1","1","","4"
"CON-387","GUNTER PEÐA","","5140-6282","","","","2","1","1","","4"
"XCO-388","TIENDA LA MODERNA/JUANA MARIA TORRES","","5389-2926","","","","1","1","1","","4"
"XCO-389","MHR TOOLS","","3105-7329","","","","1","1","1","","4"
"CON-390","WEB CORP BUSINESS/MENSAJERIA EXPRESS GUATEMALA","","5821-9107","","","","2","1","1","","4"
"XCO-391","DIANA BOSARREYES","","5483-4785","","","","1","1","1","","4"
"XCO-392","MARDO OTONIEL PEREZ","","5327-8792","","","","1","1","1","","4"
"XCO-393","FORMULARIOS Y MAS","","4505-7337","","","","1","1","1","","4"
"CON-394","FORMULARIOS Y MAS","","4505-7337","","","","2","1","1","","4"
"CON-395","PROSEINSA","","2300-9595","","","","2","1","1","","4"
"XCO-396","PROSEINSA","","2300-9595","","","","1","1","1","","4"
"XCO-397","TIRES CORP S.A.","","2376-1701 // 2376-1708","","","","1","1","1","","4"
"XCO-398","PROMO INDUSTRIAS/FLORIDALMA GIRON","","2335-3625","","","","1","1","1","","4"
"CON-399","PROMO INDUSTRIA // FLORIDALMA GIRON","","2335-3625","","","","2","1","1","","4"
"XCO-400","INCAPROSA","","2204-4111","","","","1","1","1","","4"
"XCO-401","VICTORIA ELIZABETH GARCIA GARRIDO","","4502-0243","","","","1","1","1","","4"
"CON-402","ARRENDADORA MARISCAL S.A.","","5202-3553","","","","2","1","1","","4"
"XCO-403","GRAN SUPER MERCADO DE PACAS","","3142-2642","","","","1","1","1","","4"
"XCO-404","IMPORTADORA  DE PACAS T & T","","5752-0445//2317-6446","","","","1","1","1","","4"
"XCO-405","JULIO ALEXIS NAVARRO CARRERA","","77922670-51620533","","","","1","1","1","","4"
"XCO-407","CINCUENTA CINCUENTA","","22547262/55133722","","","","1","1","1","","4"
"XCO-409","CARPICENTRO","","2472-0715","","","","1","1","1","","4"
"XCO-406","LUCAS DANNY DOMINGO NAJERA","","4232-5148","","","","1","1","1","","4"
"CON-408","SIISA","","","","","","2","1","1","","4"
"XCO-410","DISAVET","","2464-6705","","","","1","1","1","","4"
"XCO-411","TEXTIHOGAR","","2288-8945","","","","1","1","1","","4"
"CON-412","TEXTIHOGAR","","2288-8945","","","","2","1","1","","4"
"GUA-413","WEB CORP BUSINESS//MENSAJERIA EXPRESS GUATEMALA","","5821-9107","","","","3","1","1","","4"
"XCO-414","FUNDACION  UN TECHO PARA MI PAIS GUATEMALA","","4972-9144","","","","1","1","1","","4"
"CON-415","FUNDACION UN TECHO PARA MI PAIS GUATEMALA","","4972-9144","","","","2","1","1","","4"
"XCO-417","SPLASS GUATEMALA S,A.","","2331-7231","","","","1","1","1","","4"
"XCO-418","IMPCA","","2259-7573","","","","1","1","1","","4"
"XCO-419","INVERSIONES TAMAU","","2209-7700","","","","1","1","1","","4"
"XCO-420","ARRENDADORA MARISOL","","5901-7500","","","","1","1","1","","4"
"XCO-421","K & N REPUESTOS","","2228-3820","","","","1","1","1","","4"
"XCO-422","VOY A COMPRAR GT","","3290-0836","","","","1","1","1","","4"
"CON-423","AROMAS CREATIVOS","","2431-8070","","","","2","1","1","","3"
"XCO-424","ALMACEN EL TRIUNFADOR","","2216-7950","","","","1","1","1","","4"
"XCO-425","AUTO EMPAQUE LP","","5377-3368","","","","1","1","1","","4"
"XCO-426","VILMA ANTONIA QUIEJ","","3024-6031","","","","1","1","1","","4"
"XCO-427","DISTRIBUIDORA INDUSTRIAL AG","","5633-3656","","EMMA PEDRO DE JESUS ALVAREZ GONZALEZ","","1","1","1","","4"
"XCO-428","ALUMINIOS MAYA","","2476-6744 // 2295-9982","","","","1","1","1","","4"
"XCO-429","TRACSER ,S.A","","2234-6526","","","","1","1","1","","4"
"XCO-430","EQUIPOS SERIGRAFIAS Y DIGITALES S,A.","","2226-3400","","","","1","1","1","","4"
"CON-431","DISLUBSA","","2293-9109","","","","2","1","1","","4"
"XCO-432","QUINDECA","","2327-6203","","","","1","1","1","","4"
"XCO-433","IMADE","","2431-3858","","","","1","1","1","","4"
"XCO-434","DISTRIBUIDORA MIKE 2005","","","","","","1","1","1","","4"
"CON-435","GRUPO LAVET // LABIPHARM","","2506-2222","","","","2","1","1","","4"
"GUA-436","CENTRO DE SOLUCIONES S,A.","","2301-3232","","","","3","1","1","","4"
"XCO-437","ARUSA REPUESTOS","","2247-6300","","","","1","1","1","","4"
"XCO-438","URBANO GUOX","","3041-7220","","","","1","1","1","","4"
"XCO-439","GIGANET","","2311-9000","","","","1","1","1","","4"
"XCO-440","NEKTECH","","2383-5900","","","","1","1","1","","4"
"XCO-441","PURIFICADORA DE AGUA EL CHAPARRO // JOSE SANDOVAL","","4667-3906","","","","1","1","1","","4"
"XCO-442","PPM INDUSTRIA MANUFACTURERA DE PLASTICO Y PAPEL S,A.","","6625-4500","","","","1","1","1","","4"
"XCO-443","VITATRAC S,A.","","2323-6000","","","","1","1","1","","1"
"XCO-444","DAVID FLORES","","5633-1055","","","","1","1","1","","4"
"XCO-445","SMART SUPPLIERS","","4142-3894","","","","1","1","1","","4"
"GUS-446","COMERCIAL SAN CRISTOBAL","","","","","","3","1","1","","4"
"XCO-447","COMERCIAL SAN CRISTOBAL","","","","","","1","1","1","","4"
"XCO-448","BRANDON LANDAVERRY","","4928-8334","","","","1","1","1","","4"
"CON-449","CALA","","3034-8337","","","","2","1","1","","4"
"XCO-450","ALGADA COMPU SYSTEMS // GABRIELA ELISA SANCHEZ GARCIA","","2288-1702","","","","1","1","1","","4"
"GUA-451","ALGADA COMPU SYSTEMS//GABRIELA ELISA SANCHEZ GARCIA","","2288-1702","","","","3","1","1","","4"
"CON-452","WILLIAMS VINICIO MOLLER ARRIAZA","","5713-2422","","","","2","1","1","","4"
"XCO-453","WILLIAMS VINICIO MOLLER ARRIAZA","","5713-2422","","","","1","1","1","","4"
"CON-454","CORPROMA//RES CENTROAMERICANA DE DISTRIBUCION//KARYN LEONARDA","","5511-3323","","","","2","1","1","","4"
"CON-455","MOTO TOTAL","","4804-1369","","","","2","1","1","","4"
"XCO-456","MOTO TOTAL","","4804-1369","","","","1","1","1","","4"
"XCO-457","COMERCIALIZADORA VILLELA//WELLINGTON CALLEJAS","","59379989","","","","1","1","1","","4"
"XCO-458","TIENDA LOS HERMANOS // JACINTO CARRILLO","","5758-9165","","","","1","1","1","","4"
"CON-459","MARY PERDOMO / VENTA DE PUROS","","4996-5336","","MARY PERDOMO","","2","1","1","","3"
"XCO-460","EL MUNDO DE CARTON S,A.","","2476-3067","","","","1","1","1","","4"
"XCO-461","DAVID DOMINGO NAJERA","","7922-3031 // 4241-8769","","","","1","1","1","","4"
"GUA-462","VITATRAC ,S.A","","2419-3339","","","","3","1","1","","1"
"XCO-463","MIGUEL ABDIAS DE LA CRUZ","","4994-0945","","","","1","1","1","","4"
"XCO-464","SARA MARIA BETZABE SUAREZ AGUILAR","","3516-3954","","","","1","1","1","","4"
"CON-465","EDITORA EDUCATIVA","","7766-9145","","","","2","1","1","","3"
"XCO-466","EDITORA EDUCATIVA","","7766-9145","","","","1","1","1","","3"
"CON-467","PUBLICACIONES INTERNACIONALES BOOKSTORE","","5604-6612","","","","2","1","1","","3"
"XCO-468","PUBLICACIONES INTERNACIONALES BOOKSTORE","","5604-6612","","","","1","1","1","","3"
"XCO-469","MONICA ARANSEZU GUZMAN CALDERON","","4752-3410","","","","1","1","1","","4"
"GUA-470","CALIDAD QUIMICA S,A.","","3102-0402","","","","3","1","1","","4"
"XCO-471","GRUPO AB","","4792-4420","","","","1","1","1","","4"
"CON-472","GRUPO AB","","4792-4420","","","","2","1","1","","4"
"CON-473","MACRO SISTEMAS","","7790-1818","","","","2","1","1","","4"
"XCO-474","ACXEL LIMA","","5877-1243","","","","1","1","1","","4"
"XCO-475","MARIANA JOSE RODRIGUEZ  NOGUERA","","3200-5050","","","","1","1","1","","4"
"XCO-476","ZABDI//ALEJANDRO BRAN","","3331-7940","","","","1","1","1","","4"
"XCO-477","LORENA DIAZ","","5822-9520","","","","1","1","1","","4"
"XCO-478","LILIAN AMANDA ROSSAL DE CASTILLO","","5949-5426","","","","1","1","1","","4"
"XEL-479","CORPORACION PHARA S,A.","","7728-1717","","","","3","1","1","","3"
"XEL-480","FARMACOS ECONOMICOS S,A.","","7728-1717","","","","3","1","1","","3"
"XEL-481","LABORATORIO PHARA S,A.","","77281758 // 7728-1760","","","","3","1","1","","3"
"XCO-482","ZONA ACCESORIOS //ROBERTO DELGADO","","5813-8905","","","","1","1","1","","4"
"XCO-483","MARSA INVERSIONES S,A.","","5526-2820","","","","1","1","1","","4"
"XCO-484","ALIMENTOS TERRAE S,A.","","54148922","","","","1","1","1","","4"
"XCO-485","MANUEL ARMAS","","2293-7550","","","","1","1","1","","4"
"XCO-486","COMPUACCESORIOS","","2498-9494","","","","1","1","1","","3"
"XCO-487","AUTOCREMALLERAS MORALES","","5014-4543","","","","1","1","1","","4"
"XCO-488","EVERPRINT GUATEMALA, S.A.","","5570-4266","","","","1","1","1","","4"
"XCO-489","PROEZAS IMPORT","","5819-6365","","","","1","1","1","","4"
"CON-490","BENTO KIDS","","5161-4371","","","","2","1","1","","4"
"CON-491","SERVICOM","","2201-4444","","","","2","1","1","","4"
"XCO-492","EQUIVALENZA","","5473-0213","","","","1","1","1","","4"
"XCO-493","ENMER ESTHER RAFAEL  // MODA Y MAS","","5510-5108","","","","1","1","1","","4"
"CON-494","ENMER ESTHER RAFAEL // MODA Y MAS","","5510-5108","","","","2","1","1","","4"
"XCO-495","MINDY VASQUEZ","","4190-2717","","","","1","1","1","","4"
"XCO-496","NAT & CO MAYOREO","","3034-9521á/á4013-7014","","","","1","1","1","","3"
"XCO-497","MEGANUTRITION//FREDY ORELLANA","","6610-3312","","","","1","1","1","","4"
"GUA-498","RANERO LOGISTIC","","2362-1900","","","","3","1","1","","3"
"XCO-499","SUMINISTROS ELECTRICOS S,A.","","2506-8600","","","","1","1","1","","4"
"GUA-500","DROGUERIA EXCEL","","2367-5766","","","","3","1","1","","3"
"XCO-501","BONJOUR","","4121-7228","","","","1","1","1","","4"
"XCO-502","ESTAVIOS BONSAY","","4198-8572","","","","1","1","1","","4"
"XCO-503","UNIREFRI","","2226-8500","","","","1","1","1","","4"
"XCO-504","DISTRIBUIDORA GRANADA","","2215-4500","","","","1","1","1","","4"
"XCO-505","DELTA FRIO  DE GUATEMALA","","2234-7184","","","","1","1","1","","4"
"XCO-506","DISTRIBUIDORA DINOSAURIOS // RUBEN SANCHEZ","","5621-6837","","","","1","1","1","","4"
"XCO-507","BEE EVENTOS /// ANA LOPEZ","","5653-6150","","","","1","1","1","","4"
"XCO-9","RECYCLE & SHOP","","5417-7274","","","","1","1","1","","4"
